date;time;subject;blocknum;blockcode;trialcode;trialnum;values.situation;values.market_growthnumber;values.market_growth;values.market_concentrationnumber;values.market_concentration;values.market_sharenumber;values.market_share;values.relative_costnumber;values.relative_cost;values.relative_qualitynumber;values.relative_quality;values.standardizationnumber;values.standardization;response;latency
52216;11:28:01;SB;1;expé;stimulus;6;Situation n°21;3;Croissance du marché: Moyenne;3;Concentration du marché: Moyenne;5;Votre part de marché (rang): 5ème;2;Coût relatif de votre offre: Plus faible que la concurrence;2;Qualité relative de votre offre: Inférieure à la concurrence;2;Produits standardisés: Non;7;8402
52216;11:28:01;SB;1;expé;stimulus;7;Situation n°22;2;Croissance du marché: Plutôt faible;2;Concentration du marché: Plutôt faible;3;Votre part de marché (rang): 3ème;1;Coût relatif de votre offre: Beaucoup plus faible que la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;2;Produits standardisés: Non;7;19487
52216;11:28:01;SB;1;expé;stimulus;8;Situation n°23;3;Croissance du marché: Moyenne;1;Concentration du marché: Faible;2;Votre part de marché (rang): 2ème;3;Coût relatif de votre offre: Equivalent à celui de la concurrence;5;Qualité relative de votre offre: Très supérieure à la concurrence;1;Produits standardisés: Oui;3;12119
52216;11:28:01;SB;1;expé;stimulus;9;Situation n°24;2;Croissance du marché: Plutôt faible;3;Concentration du marché: Moyenne;2;Votre part de marché (rang): 2ème;4;Coût relatif de votre offre: Plus élevé que la concurrence;5;Qualité relative de votre offre: Très supérieure à la concurrence;1;Produits standardisés: Oui;3;6216
52216;11:28:01;SB;1;expé;stimulus;10;Situation n°25;5;Croissance du marché: Forte;4;Concentration du marché: Plutôt forte;5;Votre part de marché (rang): 5ème;2;Coût relatif de votre offre: Plus faible que la concurrence;4;Qualité relative de votre offre: Supérieure à la concurrence;1;Produits standardisés: Oui;3;3452
52216;11:28:01;SB;1;expé;stimulus;11;Situation n°26;3;Croissance du marché: Moyenne;1;Concentration du marché: Faible;1;Votre part de marché (rang): 1er;1;Coût relatif de votre offre: Beaucoup plus faible que la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;2;Produits standardisés: Non;6;22928
52216;11:28:01;SB;1;expé;stimulus;12;Situation n°27;4;Croissance du marché: Plutôt forte;3;Concentration du marché: Moyenne;4;Votre part de marché (rang): 4ème;2;Coût relatif de votre offre: Plus faible que la concurrence;4;Qualité relative de votre offre: Supérieure à la concurrence;1;Produits standardisés: Oui;4;9928
52216;11:28:01;SB;1;expé;stimulus;13;Situation n°28;2;Croissance du marché: Plutôt faible;3;Concentration du marché: Moyenne;1;Votre part de marché (rang): 1er;5;Coût relatif de votre offre: Beaucoup plus élevé que la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;2;Produits standardisés: Non;1;9416
52216;11:28:01;SB;1;expé;stimulus;14;Situation n°29;1;Croissance du marché: Faible;2;Concentration du marché: Plutôt faible;2;Votre part de marché (rang): 2ème;3;Coût relatif de votre offre: Equivalent à celui de la concurrence;2;Qualité relative de votre offre: Inférieure à la concurrence;2;Produits standardisés: Non;7;12260
52216;11:28:01;SB;1;expé;stimulus;15;Situation n°30;5;Croissance du marché: Forte;4;Concentration du marché: Plutôt forte;3;Votre part de marché (rang): 3ème;1;Coût relatif de votre offre: Beaucoup plus faible que la concurrence;4;Qualité relative de votre offre: Supérieure à la concurrence;2;Produits standardisés: Non;4;10792
52116;10:30:47;SB;3;expé;stimulus;1;Situation n°1;5;Croissance du marché: Forte;5;Concentration du marché: Forte;3;Votre part de marché (rang): 3ème;3;Coût relatif de votre offre: Equivalent à celui de la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;2;Produits standardisés: Non;3;47491
52116;10:30:47;SB;3;expé;stimulus;2;Situation n°2;2;Croissance du marché: Plutôt faible;3;Concentration du marché: Moyenne;2;Votre part de marché (rang): 2ème;2;Coût relatif de votre offre: Plus faible que la concurrence;2;Qualité relative de votre offre: Inférieure à la concurrence;2;Produits standardisés: Non;5;18460
52116;10:30:47;SB;3;expé;stimulus;3;Situation n°3;3;Croissance du marché: Moyenne;2;Concentration du marché: Plutôt faible;3;Votre part de marché (rang): 3ème;3;Coût relatif de votre offre: Equivalent à celui de la concurrence;4;Qualité relative de votre offre: Supérieure à la concurrence;1;Produits standardisés: Oui;5;46848
52116;10:30:47;SB;3;expé;stimulus;4;Situation n°4;2;Croissance du marché: Plutôt faible;4;Concentration du marché: Plutôt forte;2;Votre part de marché (rang): 2ème;2;Coût relatif de votre offre: Plus faible que la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;1;Produits standardisés: Oui;7;11139
52116;10:30:47;SB;3;expé;stimulus;5;Situation n°5;1;Croissance du marché: Faible;2;Concentration du marché: Plutôt faible;3;Votre part de marché (rang): 3ème;2;Coût relatif de votre offre: Plus faible que la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;2;Produits standardisés: Non;6;27730
52116;10:30:47;SB;3;expé;stimulus;6;Situation n°6;3;Croissance du marché: Moyenne;1;Concentration du marché: Faible;1;Votre part de marché (rang): 1er;1;Coût relatif de votre offre: Beaucoup plus faible que la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;2;Produits standardisés: Non;4;24691
52116;10:30:47;SB;3;expé;stimulus;7;Situation n°7;2;Croissance du marché: Plutôt faible;4;Concentration du marché: Plutôt forte;3;Votre part de marché (rang): 3ème;2;Coût relatif de votre offre: Plus faible que la concurrence;4;Qualité relative de votre offre: Supérieure à la concurrence;2;Produits standardisés: Non;6;16109
52116;10:30:47;SB;3;expé;stimulus;8;Situation n°8;3;Croissance du marché: Moyenne;3;Concentration du marché: Moyenne;2;Votre part de marché (rang): 2ème;1;Coût relatif de votre offre: Beaucoup plus faible que la concurrence;2;Qualité relative de votre offre: Inférieure à la concurrence;1;Produits standardisés: Oui;7;10566
52116;10:30:47;SB;3;expé;stimulus;9;Situation n°9;3;Croissance du marché: Moyenne;2;Concentration du marché: Plutôt faible;1;Votre part de marché (rang): 1er;1;Coût relatif de votre offre: Beaucoup plus faible que la concurrence;1;Qualité relative de votre offre: Très inférieure à la concurrence;1;Produits standardisés: Oui;7;8516
52116;10:30:47;SB;3;expé;stimulus;10;Situation n°10;4;Croissance du marché: Plutôt forte;5;Concentration du marché: Forte;1;Votre part de marché (rang): 1er;2;Coût relatif de votre offre: Plus faible que la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;2;Produits standardisés: Non;6;10981
52116;10:30:47;SB;3;expé;stimulus;11;Situation n°11;2;Croissance du marché: Plutôt faible;3;Concentration du marché: Moyenne;4;Votre part de marché (rang): 4ème;3;Coût relatif de votre offre: Equivalent à celui de la concurrence;5;Qualité relative de votre offre: Très supérieure à la concurrence;2;Produits standardisés: Non;2;38587
52116;10:30:47;SB;3;expé;stimulus;12;Situation n°12;2;Croissance du marché: Plutôt faible;3;Concentration du marché: Moyenne;2;Votre part de marché (rang): 2ème;3;Coût relatif de votre offre: Equivalent à celui de la concurrence;2;Qualité relative de votre offre: Inférieure à la concurrence;2;Produits standardisés: Non;6;10095
52116;10:30:47;SB;3;expé;stimulus;13;Situation n°13;3;Croissance du marché: Moyenne;1;Concentration du marché: Faible;3;Votre part de marché (rang): 3ème;4;Coût relatif de votre offre: Plus élevé que la concurrence;2;Qualité relative de votre offre: Inférieure à la concurrence;1;Produits standardisés: Oui;4;13178
52116;10:30:47;SB;3;expé;stimulus;14;Situation n°14;4;Croissance du marché: Plutôt forte;3;Concentration du marché: Moyenne;2;Votre part de marché (rang): 2ème;3;Coût relatif de votre offre: Equivalent à celui de la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;2;Produits standardisés: Non;4;32887
52116;10:30:47;SB;3;expé;stimulus;15;Situation n°15;3;Croissance du marché: Moyenne;5;Concentration du marché: Forte;3;Votre part de marché (rang): 3ème;4;Coût relatif de votre offre: Plus élevé que la concurrence;2;Qualité relative de votre offre: Inférieure à la concurrence;1;Produits standardisés: Oui;4;14785
