date;time;subject;blocknum;blockcode;trialcode;trialnum;values.situation;values.market_growthnumber;values.market_growth;values.market_concentrationnumber;values.market_concentration;values.market_sharenumber;values.market_share;values.relative_costnumber;values.relative_cost;values.relative_qualitynumber;values.relative_quality;values.standardizationnumber;values.standardization;response;latency
52316;15:27:29;TM;3;expé;stimulus;4;Situation n°4;2;Croissance du marché: Plutôt faible;4;Concentration du marché: Plutôt forte;2;Votre part de marché (rang): 2ème;2;Coût relatif de votre offre: Plus faible que la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;1;Produits standardisés: Oui;1;26974
52316;15:27:29;TM;3;expé;stimulus;5;Situation n°5;1;Croissance du marché: Faible;2;Concentration du marché: Plutôt faible;3;Votre part de marché (rang): 3ème;2;Coût relatif de votre offre: Plus faible que la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;2;Produits standardisés: Non;3;22337
52316;15:27:29;TM;3;expé;stimulus;6;Situation n°6;3;Croissance du marché: Moyenne;1;Concentration du marché: Faible;1;Votre part de marché (rang): 1er;1;Coût relatif de votre offre: Beaucoup plus faible que la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;2;Produits standardisés: Non;1;94049
52316;15:27:29;TM;3;expé;stimulus;7;Situation n°7;2;Croissance du marché: Plutôt faible;4;Concentration du marché: Plutôt forte;3;Votre part de marché (rang): 3ème;2;Coût relatif de votre offre: Plus faible que la concurrence;4;Qualité relative de votre offre: Supérieure à la concurrence;2;Produits standardisés: Non;1;33108
52316;15:27:29;TM;3;expé;stimulus;8;Situation n°8;3;Croissance du marché: Moyenne;3;Concentration du marché: Moyenne;2;Votre part de marché (rang): 2ème;1;Coût relatif de votre offre: Beaucoup plus faible que la concurrence;2;Qualité relative de votre offre: Inférieure à la concurrence;1;Produits standardisés: Oui;2;45564
52316;15:27:29;TM;3;expé;stimulus;9;Situation n°9;3;Croissance du marché: Moyenne;2;Concentration du marché: Plutôt faible;1;Votre part de marché (rang): 1er;1;Coût relatif de votre offre: Beaucoup plus faible que la concurrence;1;Qualité relative de votre offre: Très inférieure à la concurrence;1;Produits standardisés: Oui;1;19691
52316;15:27:29;TM;3;expé;stimulus;10;Situation n°10;4;Croissance du marché: Plutôt forte;5;Concentration du marché: Forte;1;Votre part de marché (rang): 1er;2;Coût relatif de votre offre: Plus faible que la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;2;Produits standardisés: Non;1;121335
52316;15:27:29;TM;3;expé;stimulus;11;Situation n°11;2;Croissance du marché: Plutôt faible;3;Concentration du marché: Moyenne;4;Votre part de marché (rang): 4ème;3;Coût relatif de votre offre: Equivalent à celui de la concurrence;5;Qualité relative de votre offre: Très supérieure à la concurrence;2;Produits standardisés: Non;3;10960
52316;15:27:29;TM;3;expé;stimulus;12;Situation n°12;2;Croissance du marché: Plutôt faible;3;Concentration du marché: Moyenne;2;Votre part de marché (rang): 2ème;3;Coût relatif de votre offre: Equivalent à celui de la concurrence;2;Qualité relative de votre offre: Inférieure à la concurrence;2;Produits standardisés: Non;4;46475
52316;15:27:29;TM;3;expé;stimulus;13;Situation n°13;3;Croissance du marché: Moyenne;1;Concentration du marché: Faible;3;Votre part de marché (rang): 3ème;4;Coût relatif de votre offre: Plus élevé que la concurrence;2;Qualité relative de votre offre: Inférieure à la concurrence;1;Produits standardisés: Oui;6;30025
52316;15:27:29;TM;3;expé;stimulus;14;Situation n°14;4;Croissance du marché: Plutôt forte;3;Concentration du marché: Moyenne;2;Votre part de marché (rang): 2ème;3;Coût relatif de votre offre: Equivalent à celui de la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;2;Produits standardisés: Non;4;60159
52316;15:27:29;TM;3;expé;stimulus;15;Situation n°15;3;Croissance du marché: Moyenne;5;Concentration du marché: Forte;3;Votre part de marché (rang): 3ème;4;Coût relatif de votre offre: Plus élevé que la concurrence;2;Qualité relative de votre offre: Inférieure à la concurrence;1;Produits standardisés: Oui;6;66641
52316;15:27:29;TM;3;expé;stimulus;16;Situation n°16;4;Croissance du marché: Plutôt forte;4;Concentration du marché: Plutôt forte;3;Votre part de marché (rang): 3ème;2;Coût relatif de votre offre: Plus faible que la concurrence;4;Qualité relative de votre offre: Supérieure à la concurrence;1;Produits standardisés: Oui;1;35766
52316;15:27:29;TM;3;expé;stimulus;17;Situation n°17;4;Croissance du marché: Plutôt forte;2;Concentration du marché: Plutôt faible;5;Votre part de marché (rang): 5ème;3;Coût relatif de votre offre: Equivalent à celui de la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;1;Produits standardisés: Oui;7;21067
52316;15:27:29;TM;3;expé;stimulus;18;Situation n°18;5;Croissance du marché: Forte;1;Concentration du marché: Faible;3;Votre part de marché (rang): 3ème;2;Coût relatif de votre offre: Plus faible que la concurrence;2;Qualité relative de votre offre: Inférieure à la concurrence;2;Produits standardisés: Non;1;70547
52316;15:27:29;TM;3;expé;stimulus;19;Situation n°19;4;Croissance du marché: Plutôt forte;5;Concentration du marché: Forte;4;Votre part de marché (rang): 4ème;3;Coût relatif de votre offre: Equivalent à celui de la concurrence;4;Qualité relative de votre offre: Supérieure à la concurrence;1;Produits standardisés: Oui;4;24387
52316;15:27:29;TM;3;expé;stimulus;20;Situation n°20;4;Croissance du marché: Plutôt forte;3;Concentration du marché: Moyenne;5;Votre part de marché (rang): 5ème;2;Coût relatif de votre offre: Plus faible que la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;2;Produits standardisés: Non;4;193995
52316;15:27:29;TM;3;expé;stimulus;21;Situation n°21;3;Croissance du marché: Moyenne;3;Concentration du marché: Moyenne;5;Votre part de marché (rang): 5ème;2;Coût relatif de votre offre: Plus faible que la concurrence;2;Qualité relative de votre offre: Inférieure à la concurrence;2;Produits standardisés: Non;3;24559
52316;15:27:29;TM;3;expé;stimulus;22;Situation n°22;2;Croissance du marché: Plutôt faible;2;Concentration du marché: Plutôt faible;3;Votre part de marché (rang): 3ème;1;Coût relatif de votre offre: Beaucoup plus faible que la concurrence;3;Qualité relative de votre offre: Equivalente à la concurrence;2;Produits standardisés: Non;5;21410
52316;15:27:29;TM;3;expé;stimulus;23;Situation n°23;3;Croissance du marché: Moyenne;1;Concentration du marché: Faible;2;Votre part de marché (rang): 2ème;3;Coût relatif de votre offre: Equivalent à celui de la concurrence;5;Qualité relative de votre offre: Très supérieure à la concurrence;1;Produits standardisés: Oui;2;41790
52316;15:27:29;TM;3;expé;stimulus;24;Situation n°24;2;Croissance du marché: Plutôt faible;3;Concentration du marché: Moyenne;2;Votre part de marché (rang): 2ème;4;Coût relatif de votre offre: Plus élevé que la concurrence;5;Qualité relative de votre offre: Très supérieure à la concurrence;1;Produits standardisés: Oui;1;16540
52316;15:27:29;TM;3;expé;stimulus;25;Situation n°25;5;Croissance du marché: Forte;4;Concentration du marché: Plutôt forte;5;Votre part de marché (rang): 5ème;2;Coût relatif de votre offre: Plus faible que la concurrence;4;Qualité relative de votre offre: Supérieure à la concurrence;1;Produits standardisés: Oui;6;22225
